centroid	uniref90	B32_SW	129_VTPPs	CC57c	B91_TPP	ATCC51146	129_MSG	CSUNSWCD	B91_SC	CAM	129_VTPP	B91_SCBr
PROKKA_B32_SW_00178 	UniRef90_B9CZN4|1065	1	1	1	1	1	1	1	1	1	1	1
PROKKA_B32_SW_01208 	No_Uniref	1	0	0	0	0	0	0	0	0	0	0
PROKKA_B32_SW_00176 	UniRef90_M5ISV3|759	1	1	0	0	0	1	1	0	0	1	0
PROKKA_B32_SW_00175 	UniRef90_M5IHS8|786	1	1	0	0	0	1	1	0	0	1	0
PROKKA_ATCC51146_00620 	UniRef90_C6RG09|411	0	0	0	1	1	0	0	1	0	0	1
PROKKA_ATCC51146_00621 	UniRef90_C6RG11|861	0	0	0	0	1	0	0	0	0	0	0
PROKKA_B32_SW_00170 	No_Uniref	1	1	0	0	0	1	0	0	0	1	0
PROKKA_129_MSG_00904 	UniRef90_M3HYU6|1122	1	1	1	1	1	1	1	1	1	1	1
PROKKA_129_MSG_00906 	UniRef90_M5IHE5|354	1	1	0	0	0	1	1	0	1	1	0
PROKKA_ATCC51146_00317 	UniRef90_M3GYU0|426	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CAM_01321 	UniRef90_B9D160|420	0	0	0	0	0	0	0	0	1	0	0
PROKKA_ATCC51146_00558 	UniRef90_C6RFT7|972	0	0	0	0	1	0	0	0	0	0	0
PROKKA_129_MSG_00902 	UniRef90_M5ID50|156	0	1	0	0	0	1	0	0	0	1	0
PROKKA_129_MSG_00908 	UniRef90_M5ID57|126	1	1	0	0	0	1	1	0	0	1	0
PROKKA_B91_SCBr_00338 	No_Uniref	0	0	0	1	0	0	0	1	0	0	1
PROKKA_B91_SCBr_00339 	UniRef90_I1DML5|741	0	0	0	1	0	0	0	1	0	0	1
PROKKA_129_MSG_01703 	No_Uniref	0	1	0	0	0	1	0	0	0	1	0
PROKKA_B91_SCBr_00998 	No_Uniref	0	0	0	1	0	0	0	1	0	0	1
PROKKA_ATCC51146_01538 	UniRef90_C6RIM3|273	0	0	0	0	1	0	0	0	0	0	0
PROKKA_ATCC51146_01537 	UniRef90_C6RIM2|1320	0	0	0	0	1	0	0	0	1	0	0
PROKKA_B91_SCBr_00331 	No_Uniref	0	0	0	1	0	0	0	1	0	0	1
PROKKA_B91_SCBr_00332 	UniRef90_U2EGD5|651	0	0	0	1	0	0	0	1	0	0	1
PROKKA_CC57c_00075 	UniRef90_B9D058|768	1	1	1	1	1	1	1	1	1	1	1
PROKKA_B91_SCBr_00334 	UniRef90_U2EIK0|258	0	0	0	1	0	0	0	1	0	0	1
PROKKA_B91_SCBr_00335 	UniRef90_U2GG10|162	0	0	0	1	0	0	0	1	0	0	1
PROKKA_B91_SCBr_00336 	UniRef90_U2GA07|2190	0	0	0	1	0	0	0	1	0	0	1
PROKKA_B91_SCBr_00993 	UniRef90_U2GSU0|756	0	0	0	1	0	0	0	1	0	0	1
PROKKA_ATCC51146_01335 	UniRef90_C6RDH6|492	0	0	0	0	1	0	0	0	0	0	0
PROKKA_CSUNSWCD_01875 	UniRef90_M5IS63|2439	0	0	0	0	0	0	1	0	0	0	0
PROKKA_CC57c_00677 	UniRef90_M3I312|2178	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CAM_00197 	UniRef90_C6RHR6|2496	0	0	0	0	1	0	0	0	1	0	0
PROKKA_129_MSG_01749 	UniRef90_M5IQN3|1134	1	1	0	0	0	1	1	0	0	1	0
PROKKA_ATCC51146_01445 	UniRef90_B9D0H3|762	1	1	1	1	1	1	1	1	1	1	1
PROKKA_ATCC51146_01444 	UniRef90_B9D0H4|798	1	1	1	0	1	1	1	0	1	1	0
PROKKA_ATCC51146_00130 	UniRef90_C6RHZ2|741	0	0	0	0	1	0	0	0	0	0	0
PROKKA_129_MSG_01745 	UniRef90_C6RCV3|465	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CAM_00199 	No_Uniref	0	0	0	0	1	0	0	0	1	0	0
PROKKA_ATCC51146_01448 	UniRef90_M3J9S7|753	0	0	0	0	1	0	0	0	0	0	0
PROKKA_CAM_01351 	UniRef90_B9D5S5|1152	1	1	1	0	0	1	1	0	1	1	0
PROKKA_CAM_02220 	No_Uniref	0	0	0	0	0	0	0	0	1	0	0
PROKKA_ATCC51146_01567 	No_Uniref	0	0	0	0	1	0	0	0	0	0	0
PROKKA_CAM_02227 	No_Uniref	0	0	0	0	0	0	0	0	1	0	0
PROKKA_129_MSG_01184 	No_Uniref	1	1	0	0	0	1	1	0	0	1	0
PROKKA_ATCC51146_00483 	UniRef90_C6REQ9|1134	0	0	0	0	1	0	0	0	0	0	0
PROKKA_ATCC51146_00484 	UniRef90_C6REQ8|576	0	0	1	0	1	0	0	0	0	0	0
PROKKA_ATCC51146_00485 	UniRef90_B9CYY8|459	1	1	1	1	1	1	1	1	1	1	1
PROKKA_129_MSG_01181 	UniRef90_C6RJ74|2151	0	1	0	0	0	1	0	0	0	1	0
PROKKA_B32_SW_00909 	No_Uniref	1	0	0	0	0	0	0	0	0	0	0
PROKKA_CAM_02300 	No_Uniref	0	0	0	0	0	0	0	0	1	0	0
PROKKA_CSUNSWCD_02100 	UniRef90_M3J9R2|243	0	1	0	0	1	1	1	0	0	1	0
PROKKA_129_MSG_01165 	No_Uniref	0	1	0	0	0	1	0	0	0	1	0
PROKKA_ATCC51146_00312 	UniRef90_B9CYM0|1179	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CC57c_00101 	UniRef90_M3JE31|369	0	0	1	0	0	0	0	0	0	0	0
PROKKA_129_MSG_01160 	No_Uniref	0	1	0	0	0	1	0	0	0	1	0
PROKKA_B91_SCBr_00421 	No_Uniref	0	0	0	1	0	0	0	1	0	0	1
PROKKA_129_MSG_01162 	No_Uniref	0	1	0	0	0	1	0	0	0	1	0
PROKKA_B91_SCBr_00423 	UniRef90_M3IIG6|1695	1	1	1	1	1	1	1	1	1	1	1
PROKKA_ATCC51146_00319 	UniRef90_C6REC1|1578	0	1	0	0	1	1	0	0	0	1	0
PROKKA_CC57c_00108 	UniRef90_M3H1M0|246	0	0	1	0	0	0	0	0	0	0	0
PROKKA_B32_SW_00866 	UniRef90_C6RGN8|609	1	1	0	0	1	1	1	0	1	1	0
PROKKA_129_MSG_01168 	UniRef90_U2F9X4|513	0	1	0	0	0	1	0	0	0	1	0
PROKKA_B91_SCBr_01112 	UniRef90_M5IT82|705	1	1	1	1	1	1	1	1	1	1	1
PROKKA_ATCC51146_00773 	UniRef90_C6RCU8|945	0	0	0	0	1	0	0	0	0	0	0
PROKKA_129_MSG_01568 	UniRef90_M5IHD0|633	1	1	0	0	0	1	1	0	0	1	0
PROKKA_129_MSG_00580 	No_Uniref	0	1	0	0	0	1	0	0	0	1	0
PROKKA_ATCC51146_00006 	UniRef90_B9CY81|1227	1	1	1	1	1	1	1	1	1	1	1
PROKKA_ATCC51146_00007 	UniRef90_M3JAI2|432	1	1	1	1	1	1	1	1	1	1	1
PROKKA_129_MSG_00584 	UniRef90_B9D385|915	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CAM_02172 	No_Uniref	0	0	0	0	0	0	0	0	1	0	0
PROKKA_129_MSG_01292 	No_Uniref	0	1	0	0	0	1	0	0	0	1	0
PROKKA_129_MSG_01293 	No_Uniref	0	1	0	0	0	1	0	0	0	1	0
PROKKA_CAM_00991 	No_Uniref	0	0	0	0	0	0	0	0	1	0	0
PROKKA_129_MSG_01291 	No_Uniref	0	1	0	0	0	1	0	0	0	1	0
PROKKA_129_MSG_01296 	No_Uniref	0	1	0	0	0	1	0	0	0	1	0
PROKKA_129_MSG_01565 	No_Uniref	1	1	0	0	0	1	0	0	0	1	0
PROKKA_129_MSG_01294 	No_Uniref	0	1	0	0	0	1	0	0	0	1	0
PROKKA_129_MSG_01295 	No_Uniref	0	1	0	0	0	1	0	0	0	1	0
PROKKA_129_MSG_00343 	UniRef90_M5IEP3|609	1	1	0	0	0	1	1	0	1	1	0
PROKKA_ATCC51146_00200 	No_Uniref	0	0	0	0	1	0	0	0	1	0	0
PROKKA_129_MSG_00340 	No_Uniref	1	1	0	0	0	1	0	0	0	1	0
PROKKA_129_MSG_00347 	UniRef90_B9D5K9|189	1	1	1	1	1	1	1	1	1	1	1
PROKKA_129_MSG_00346 	UniRef90_M5IPE8|753	1	1	1	1	1	1	1	1	1	1	1
PROKKA_129_MSG_00345 	UniRef90_C6RD56|222	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CAM_02343 	No_Uniref	0	0	0	0	0	0	0	0	1	0	0
PROKKA_B91_SCBr_00046 	UniRef90_M3I2M3|2433	0	0	1	1	0	0	0	1	0	0	1
PROKKA_129_MSG_00066 	No_Uniref	0	1	0	0	0	1	0	0	0	1	0
PROKKA_B91_SCBr_01069 	No_Uniref	0	0	0	1	0	0	0	1	0	0	1
PROKKA_B91_SCBr_00513 	No_Uniref	0	0	0	1	0	0	0	1	1	0	1
PROKKA_CAM_02171 	No_Uniref	0	0	0	0	0	0	0	0	1	0	0
PROKKA_B91_SCBr_00043 	UniRef90_B9D033|393	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CAM_02302 	No_Uniref	0	0	0	0	0	0	0	0	1	0	0
PROKKA_B91_SCBr_00041 	UniRef90_B9D037|933	0	0	0	1	1	0	0	1	1	0	1
PROKKA_B91_SCBr_01063 	UniRef90_B9D181|840	1	1	1	1	1	1	1	1	1	1	1
PROKKA_B91_SCBr_00519 	No_Uniref	0	0	0	1	0	0	0	1	0	0	1
PROKKA_ATCC51146_01786 	UniRef90_C6RHD3|657	0	0	0	0	1	0	0	0	0	0	0
PROKKA_B91_SCBr_01065 	No_Uniref	0	0	0	1	0	0	0	1	0	0	1
PROKKA_CAM_01648 	UniRef90_M3H0B9|660	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CAM_01649 	No_Uniref	0	0	0	0	0	0	0	0	1	0	0
PROKKA_B32_SW_02318 	No_Uniref	1	0	0	0	0	0	0	0	0	0	0
PROKKA_CSUNSWCD_01000 	UniRef90_U2H0W1|306	1	0	0	0	0	0	1	0	0	0	0
PROKKA_CSUNSWCD_01001 	UniRef90_U2G7R9|1179	1	0	0	0	0	0	1	0	0	0	0
PROKKA_CSUNSWCD_01002 	UniRef90_U2FZT1|915	1	0	0	0	0	0	1	0	0	0	0
PROKKA_129_MSG_00167 	UniRef90_C6RGJ8|744	1	1	1	1	1	1	1	1	1	1	1
PROKKA_B91_SCBr_01804 	UniRef90_B9D2L8|1482	0	0	0	1	0	0	0	1	0	0	1
PROKKA_B91_SCBr_01806 	UniRef90_M3I2Q3|663	1	1	1	1	1	1	1	1	1	1	1
PROKKA_129_MSG_01366 	No_Uniref	0	1	0	0	0	1	0	0	0	1	0
PROKKA_B91_SCBr_00374 	UniRef90_M3JC41|381	1	0	1	1	1	0	0	1	1	0	1
PROKKA_129_MSG_01364 	No_Uniref	0	1	0	0	0	1	0	0	1	1	0
PROKKA_B91_SCBr_00197 	UniRef90_M5IM18|2004	1	1	1	1	1	1	1	1	0	1	1
PROKKA_129_MSG_01362 	No_Uniref	0	1	0	0	0	1	0	0	0	1	0
PROKKA_B91_SCBr_00191 	No_Uniref	0	0	0	1	0	0	0	1	1	0	1
PROKKA_B91_SCBr_00192 	No_Uniref	0	0	0	1	0	0	0	1	1	0	1
PROKKA_B91_SCBr_00193 	No_Uniref	0	0	0	1	0	0	0	1	1	0	1
PROKKA_129_MSG_00764 	No_Uniref	0	1	1	0	1	1	0	0	1	1	0
PROKKA_B91_SCBr_00198 	UniRef90_M3GYW2|615	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CC57c_00030 	UniRef90_M3I4Y6|954	0	0	1	0	0	0	0	0	0	0	0
PROKKA_129_MSG_00763 	UniRef90_M3JB48|732	1	1	1	0	0	1	1	0	0	1	0
PROKKA_CSUNSWCD_00037 	No_Uniref	0	0	0	0	0	0	1	0	0	0	0
PROKKA_129_MSG_02279 	No_Uniref	0	0	0	0	0	1	0	0	0	0	0
PROKKA_CC57c_00031 	UniRef90_M3H1V3|210	0	0	1	0	0	0	0	0	0	0	0
PROKKA_CC57c_00096 	UniRef90_M3JE26|1242	0	0	1	0	0	0	0	0	0	0	0
PROKKA_CAM_02024 	UniRef90_C6REQ6|477	1	1	0	0	1	1	1	0	1	1	0
PROKKA_CAM_02027 	No_Uniref	0	0	0	0	0	0	0	0	1	0	0
PROKKA_ATCC51146_00044 	UniRef90_M5IQ12|501	0	0	0	0	1	0	0	0	0	0	0
PROKKA_ATCC51146_00955 	UniRef90_B9D257|309	1	1	0	1	1	1	1	1	1	1	1
PROKKA_129_MSG_01158 	No_Uniref	0	1	0	0	0	1	0	0	0	1	0
PROKKA_CAM_02304 	No_Uniref	0	0	0	0	0	0	0	0	1	0	0
PROKKA_ATCC51146_00046 	UniRef90_C6RJ66|486	0	0	0	0	1	0	0	0	0	0	0
PROKKA_CC57c_00969 	UniRef90_M3JBI4|1122	0	0	1	0	0	0	0	0	0	0	0
PROKKA_B91_SCBr_00478 	UniRef90_B9D1M0|531	1	1	1	1	1	1	1	1	0	1	1
PROKKA_ATCC51146_01991 	UniRef90_B9CY12|279	1	1	1	1	1	1	1	1	1	1	1
PROKKA_B32_SW_02215 	No_Uniref	1	0	0	0	0	0	0	0	0	0	0
PROKKA_B32_SW_02216 	No_Uniref	1	0	0	0	0	0	0	0	0	0	0
PROKKA_B32_SW_02217 	No_Uniref	1	0	0	0	0	0	0	0	0	0	0
PROKKA_ATCC51146_01995 	UniRef90_M3IHX0|1092	1	1	1	1	1	1	1	1	1	1	1
PROKKA_129_MSG_00012 	No_Uniref	0	1	0	0	0	1	0	0	0	1	0
PROKKA_129_MSG_00011 	No_Uniref	0	1	0	0	0	1	0	0	0	1	0
PROKKA_ATCC51146_01996 	UniRef90_C6RDX2|879	0	0	1	1	1	0	0	1	1	0	1
PROKKA_CSUNSWCD_01912 	No_Uniref	0	0	0	0	1	0	1	0	0	0	0
PROKKA_CSUNSWCD_01913 	UniRef90_M5IS83|858	0	0	0	0	0	0	1	0	0	0	0
PROKKA_CAM_02203 	No_Uniref	0	1	0	0	0	1	0	0	1	1	0
PROKKA_CSUNSWCD_01911 	UniRef90_M5ILW2|240	0	0	0	0	1	0	1	0	0	0	0
PROKKA_B32_SW_02218 	No_Uniref	1	0	0	0	0	0	0	0	0	0	0
PROKKA_B91_SCBr_00475 	UniRef90_B9D0T5|858	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CSUNSWCD_01914 	UniRef90_M5II44|1242	0	0	0	0	1	0	1	0	0	0	0
PROKKA_CAM_02206 	No_Uniref	0	1	0	0	0	1	0	0	1	1	0
PROKKA_CC57c_01479 	UniRef90_I1DR77|810	0	0	1	0	0	0	0	0	0	0	0
PROKKA_CC57c_01478 	UniRef90_B9D378|996	0	0	1	1	1	0	0	1	1	0	1
PROKKA_B32_SW_01367 	No_Uniref	1	1	0	0	0	1	0	0	0	1	0
PROKKA_CC57c_01472 	UniRef90_C6RIL3|1062	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CC57c_01476 	UniRef90_C6RIL7|441	0	0	1	0	1	0	0	0	1	0	0
PROKKA_CAM_01427 	UniRef90_M5INN2|441	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CC57c_00018 	UniRef90_M3JG69|1161	0	0	1	0	0	0	0	0	0	0	0
PROKKA_B32_SW_02336 	No_Uniref	1	0	0	0	0	0	0	0	0	0	0
PROKKA_CC57c_01651 	UniRef90_C6RG19|807	1	1	1	1	1	1	1	1	1	1	1
PROKKA_B91_SC_00847 	UniRef90_A7I177|1395	1	1	1	1	1	1	1	1	1	1	1
PROKKA_B91_SCBr_00600 	UniRef90_C8PKX3|543	0	0	1	1	1	0	0	1	0	0	1
PROKKA_129_MSG_00755 	UniRef90_M5ILS5|648	1	1	0	0	0	1	1	0	0	1	0
PROKKA_B91_SCBr_00602 	No_Uniref	0	0	0	1	0	0	0	1	0	0	1
PROKKA_B91_SCBr_00603 	No_Uniref	0	0	0	1	0	0	0	1	0	0	1
PROKKA_CSUNSWCD_00759 	UniRef90_C6RD27|2958	1	1	1	0	1	1	1	0	1	1	0
PROKKA_CSUNSWCD_00758 	UniRef90_M3ILV3|189	1	1	0	1	1	1	1	1	1	1	1
PROKKA_CAM_00669 	UniRef90_M3JBU0|543	0	0	0	0	0	0	0	0	1	0	0
PROKKA_129_VTPP_00483 	No_Uniref	0	0	0	0	0	0	0	0	0	1	0
PROKKA_ATCC51146_01351 	UniRef90_C6RDJ3|651	0	0	0	0	1	0	0	0	0	0	0
PROKKA_B32_SW_01981 	UniRef90_M5IPR7|564	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CAM_01915 	UniRef90_B9D184|1575	1	1	1	1	1	1	1	1	1	1	1
PROKKA_B32_SW_01634 	UniRef90_C6REW2|453	1	1	1	1	1	1	1	1	1	1	1
PROKKA_B32_SW_01632 	UniRef90_C6REW0|1020	1	0	1	1	1	0	1	1	1	0	1
PROKKA_CAM_01912 	No_Uniref	0	1	0	0	0	1	0	0	1	1	0
PROKKA_CC57c_01696 	No_Uniref	0	0	1	0	0	0	0	0	0	0	0
PROKKA_B32_SW_01989 	UniRef90_B9D071|564	1	0	0	0	0	0	1	0	0	0	0
PROKKA_CSUNSWCD_01359 	UniRef90_C8PGN8|957	1	1	0	0	0	1	1	0	0	1	0
PROKKA_CAM_02174 	UniRef90_U2EV09|321	0	0	0	0	0	0	0	0	1	0	0
PROKKA_129_VTPP_01031 	No_Uniref	0	1	0	0	0	0	0	0	0	1	0
PROKKA_CAM_02307 	UniRef90_U2GJ47|309	0	0	0	0	0	0	0	0	1	0	0
PROKKA_CC57c_00749 	UniRef90_M3ILC5|1533	0	0	1	0	0	0	0	0	0	0	0
PROKKA_CC57c_01210 	UniRef90_B9D0A2|438	1	1	1	1	1	1	1	1	1	1	1
PROKKA_B32_SW_02184 	No_Uniref	1	0	0	0	0	0	0	0	0	0	0
PROKKA_B32_SW_02187 	UniRef90_M3J8M0|1416	1	1	0	1	1	1	1	1	1	1	1
PROKKA_CC57c_01219 	UniRef90_C6RCR6|936	0	0	1	1	1	0	0	1	1	0	1
PROKKA_CC57c_01218 	UniRef90_C6RCR7|453	0	0	1	0	0	0	0	0	0	0	0
PROKKA_CC57c_01215 	UniRef90_M3JCL2|942	0	0	1	0	0	0	0	0	0	0	0
PROKKA_CC57c_01214 	UniRef90_M3IK53|603	0	0	1	0	0	0	0	0	0	0	0
PROKKA_CC57c_01216 	UniRef90_M3JAS5|453	0	0	1	0	0	0	0	0	0	0	0
PROKKA_CSUNSWCD_00779 	UniRef90_M5IJ99|876	0	0	0	0	0	0	1	0	0	0	0
PROKKA_B32_SW_02189 	UniRef90_C6RDS7|1329	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CC57c_01213 	UniRef90_M3GYD7|3936	0	0	1	0	0	0	0	0	0	0	0
PROKKA_CC57c_01212 	UniRef90_B9D1L6|381	1	1	1	1	1	1	1	1	1	1	1
PROKKA_B91_SCBr_01642 	UniRef90_C8PL16|708	0	0	0	1	0	0	0	1	0	0	1
PROKKA_B91_SCBr_01641 	UniRef90_C8PL17|192	0	0	0	1	0	0	0	1	0	0	1
PROKKA_B91_SCBr_01640 	UniRef90_M3H0S0|192	0	0	1	1	0	0	0	1	1	0	1
PROKKA_B91_SCBr_01644 	UniRef90_B9CYU7|753	1	1	1	1	1	1	1	1	1	1	1
PROKKA_B91_SCBr_01649 	UniRef90_B9CYV3|1095	1	1	1	1	1	1	1	1	1	1	1
PROKKA_ATCC51146_01841 	UniRef90_B9D4T5|996	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CAM_01828 	No_Uniref	0	0	0	0	0	0	0	0	1	0	0
PROKKA_CSUNSWCD_01596 	UniRef90_B9D320|1506	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CAM_01821 	UniRef90_B9D114|438	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CSUNSWCD_01594 	UniRef90_C6RFR6|591	1	1	1	1	1	1	1	1	1	1	1
PROKKA_ATCC51146_01647 	UniRef90_C6RGS8|246	0	0	0	0	1	0	0	0	0	0	0
PROKKA_CAM_01827 	No_Uniref	0	0	0	0	0	0	0	0	1	0	0
PROKKA_B32_SW_01189 	No_Uniref	1	0	0	0	0	0	0	0	0	0	0
PROKKA_B32_SW_01188 	No_Uniref	1	0	0	0	0	0	0	0	0	0	0
PROKKA_B32_SW_02333 	No_Uniref	1	0	0	0	0	0	0	0	0	0	0
PROKKA_CAM_01047 	UniRef90_C6RI95|435	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CC57c_00049 	UniRef90_M3JE86|1425	0	0	1	0	0	0	0	0	0	0	0
PROKKA_B32_SW_01181 	UniRef90_U2F1G9|1395	1	0	0	0	0	0	0	0	0	0	0
PROKKA_B32_SW_01180 	UniRef90_U2F1F0|1449	1	0	0	0	0	0	0	0	1	0	0
PROKKA_B32_SW_01183 	No_Uniref	1	0	0	0	0	0	0	0	0	0	0
PROKKA_B32_SW_01182 	UniRef90_U2FJ38|1179	1	0	0	0	0	0	0	0	0	0	0
PROKKA_B32_SW_01185 	UniRef90_U2GWE4|393	1	0	0	0	0	0	0	0	0	0	0
PROKKA_B32_SW_01836 	No_Uniref	1	0	0	0	0	0	0	0	0	0	0
PROKKA_B32_SW_01187 	No_Uniref	1	0	0	0	0	0	0	0	0	0	0
PROKKA_B32_SW_01186 	No_Uniref	1	0	0	0	0	0	0	0	0	0	0
PROKKA_129_MSG_00413 	UniRef90_M5IPU8|303	1	1	0	0	1	1	1	0	0	1	0
PROKKA_CC57c_01503 	UniRef90_M3I0P6|834	0	0	1	1	0	0	0	1	0	0	1
PROKKA_B32_SW_01217 	No_Uniref	1	0	0	0	0	0	0	0	0	0	0
PROKKA_CC57c_01853 	UniRef90_B9CZ55|1206	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CAM_01978 	UniRef90_M3IIC4|330	1	1	1	1	1	1	1	1	1	1	1
PROKKA_ATCC51146_00445 	UniRef90_C6REU8|294	0	0	0	0	1	0	0	0	0	0	0
PROKKA_CC57c_01508 	UniRef90_B9CYL9|597	1	0	1	1	1	0	1	1	0	0	1
PROKKA_ATCC51146_01434 	UniRef90_C6RI96|132	0	0	0	0	1	0	0	0	0	0	0
PROKKA_CC57c_01859 	UniRef90_M3HZN5|1314	0	0	1	0	1	0	0	0	1	0	0
PROKKA_B32_SW_02332 	No_Uniref	1	0	0	0	0	0	0	0	0	0	0
PROKKA_CSUNSWCD_00775 	UniRef90_M5IPZ6|507	0	0	0	0	0	0	1	0	0	0	0
PROKKA_ATCC51146_00447 	UniRef90_M3IL67|807	0	0	0	0	1	0	0	0	0	0	0
PROKKA_ATCC51146_00240 	UniRef90_C6RE27|855	0	0	0	0	1	0	0	0	0	0	0
PROKKA_CSUNSWCD_01754 	UniRef90_C6RG87|1194	1	1	1	1	1	1	1	1	1	1	1
PROKKA_ATCC51146_00440 	UniRef90_C6REV4|870	0	0	0	0	1	0	0	0	0	0	0
PROKKA_ATCC51146_00008 	UniRef90_M5IQK4|135	0	0	0	0	1	0	0	0	0	0	0
PROKKA_CAM_00512 	No_Uniref	0	0	1	1	0	0	0	1	1	0	1
PROKKA_CAM_00510 	No_Uniref	0	0	0	1	0	0	0	1	1	0	1
PROKKA_CAM_02230 	No_Uniref	0	0	0	0	0	0	0	0	1	0	0
PROKKA_CSUNSWCD_00051 	UniRef90_M5IN72|126	0	0	0	0	0	0	1	0	0	0	0
PROKKA_B32_SW_01569 	UniRef90_B9CZJ1|903	1	1	1	1	1	1	1	1	1	1	1
PROKKA_B32_SW_01568 	UniRef90_M3GVX4|453	1	1	1	1	1	1	1	1	1	1	1
PROKKA_B32_SW_01564 	UniRef90_C6RER1|759	1	1	1	1	1	1	1	1	1	1	1
PROKKA_B32_SW_01290 	UniRef90_M5IE16|666	1	0	0	0	0	0	1	0	0	0	0
PROKKA_B32_SW_00588 	UniRef90_M5IES4|501	1	0	0	0	0	0	1	0	0	0	0
PROKKA_ATCC51146_00755 	UniRef90_C6RCS9|264	0	0	0	0	1	0	0	0	0	0	0
PROKKA_CC57c_00116 	UniRef90_M3JE43|639	0	0	1	0	0	0	0	0	0	0	0
PROKKA_CAM_01494 	No_Uniref	0	0	0	0	0	0	0	0	1	0	0
PROKKA_CC57c_00816 	No_Uniref	0	0	1	0	0	0	0	0	0	0	0
PROKKA_B32_SW_00349 	UniRef90_M3IKQ5|1146	1	0	0	0	0	0	1	0	0	0	0
PROKKA_CAM_02231 	No_Uniref	0	0	0	0	0	0	0	0	1	0	0
PROKKA_B32_SW_00902 	UniRef90_M5IN45|180	1	0	0	0	0	0	0	0	0	0	0
PROKKA_B32_SW_00903 	No_Uniref	1	0	0	0	0	0	0	0	0	0	0
PROKKA_B32_SW_00900 	No_Uniref	1	0	0	0	0	0	0	0	0	0	0
PROKKA_129_MSG_01636 	No_Uniref	0	1	0	0	0	1	0	0	0	1	0
PROKKA_B32_SW_00906 	No_Uniref	1	0	0	0	0	0	0	0	0	0	0
PROKKA_B32_SW_00907 	No_Uniref	1	0	0	0	0	0	0	0	0	0	0
PROKKA_B32_SW_00904 	No_Uniref	1	0	0	0	0	0	0	0	0	0	0
PROKKA_B32_SW_00905 	UniRef90_M5IGZ9|447	1	0	0	0	0	0	0	0	0	0	0
PROKKA_B32_SW_00908 	No_Uniref	1	0	0	0	0	0	0	0	0	0	0
PROKKA_CSUNSWCD_00813 	UniRef90_M5IQ23|174	0	0	0	0	0	0	1	0	0	0	0
PROKKA_CC57c_01239 	No_Uniref	0	0	1	0	0	0	0	0	0	0	0
PROKKA_CSUNSWCD_00676 	No_Uniref	0	0	0	0	0	0	1	0	0	0	0
PROKKA_CAM_00203 	UniRef90_M5IIR9|267	1	0	0	0	1	0	1	0	1	0	0
PROKKA_CAM_00202 	No_Uniref	0	0	0	0	0	0	0	0	1	0	0
PROKKA_CAM_00201 	No_Uniref	0	0	0	0	0	0	0	0	1	0	0
PROKKA_CAM_00200 	UniRef90_M5IE78|180	0	0	0	0	0	0	0	0	1	0	0
PROKKA_CC57c_00119 	UniRef90_M3IN57|315	0	0	1	0	0	0	0	0	0	0	0
PROKKA_ATCC51146_00952 	UniRef90_B9D262|2214	1	1	0	1	1	1	1	1	1	1	1
PROKKA_ATCC51146_00957 	UniRef90_B9D255|843	1	1	1	1	1	1	1	1	1	1	1
PROKKA_ATCC51146_00954 	UniRef90_C6RFA3|720	0	0	0	0	1	0	0	0	0	0	0
PROKKA_CC57c_01878 	UniRef90_M3JAS2|369	0	0	1	0	0	0	0	0	1	0	0
PROKKA_CC57c_00802 	No_Uniref	0	0	1	0	0	0	0	0	0	0	0
PROKKA_B91_TPP_01044 	UniRef90_B9D1K7|384	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CC57c_00806 	UniRef90_B9D037|933	1	0	1	0	0	0	0	0	0	0	0
PROKKA_CC57c_00805 	UniRef90_C6RI16|1563	1	1	1	1	1	1	1	1	1	1	1
PROKKA_ATCC51146_00838 	UniRef90_B9D4C6|1554	1	1	1	0	1	1	1	0	1	1	0
PROKKA_CC57c_00809 	UniRef90_C6RI11|717	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CAM_00223 	UniRef90_M3JBJ1|861	0	0	0	0	0	0	0	0	1	0	0
PROKKA_CAM_02402 	No_Uniref	0	0	0	0	0	0	0	0	1	0	0
PROKKA_129_MSG_00527 	UniRef90_C6RIF9|2157	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CAM_02233 	No_Uniref	0	0	0	0	0	0	0	0	1	0	0
PROKKA_ATCC51146_01058 	UniRef90_B9D459|1542	1	1	1	1	1	1	1	1	1	1	1
